State,County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM2.5,Drinking_water_violations,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Long_commute_driving_alone
Texas,Donley,,21,4.3,4.9,11,20,36,7.2,30,74,2,11,20,476,,1,,3416,33,19,1974,364,63,25,94654,215,6,11,18,6.7,No,13,79,1494
Texas,Duval,180,34,4.9,4.5,9,17,43,6.1,40,,2,58,47,1857,,,1,5698,29,36,5027,1258,589,32,87013,1023,4,60,46,10,Yes,20,76,4227
Texas,Eastland,382,24,4.6,5,8,21,37,6.3,32,45,11,41,32,3274,5,5,7,4584,24,37,10697,2360,497,23,86924,615,25,37,75,8.1,Yes,9,80,7096
Texas,Ector,2364,26,4.2,4.3,9,16,38,7.9,35,77,92,875,54,32601,99,73,77,5025,27,40,74089,25164,9116,18,123122,13187,124,1285,695,8.2,Yes,16,81,74298
Texas,Edwards,,30,4.7,4.5,7,18,40,7.2,37,1,0,0,35,350,1,0,1,3506,34,30,1000,203,44,32,74556,147,3,3,,7.9,Yes,15,73,896
Texas,Ellis,2093,20,3.8,4.3,7,16,36,7.9,28,67,41,549,23,30187,76,65,147,4579,42,52,100273,29402,5641,11,138469,8759,158,230,488,8.3,Yes,13,81,87795
Texas,El Paso,9493,29,4.4,4.2,8,14,34,7.1,30,80,107,3509,37,173169,419,405,909,3809,29,31,405954,154825,30094,23,96802,68601,421,3056,2187,9.1,Yes,18,80,363827
Texas,Erath,443,21,4.1,4.6,7,18,37,6.2,29,63,13,272,14,7823,24,24,46,3525,38,48,21413,6262,1150,16,111390,1653,47,62,144,8.6,No,19,82,20025
Texas,Falls,269,29,5,5.2,9,22,41,6.6,37,39,11,58,50,2573,2,5,3,6550,38,35,9447,2002,390,25,84394,902,23,25,63,9.5,Yes,18,77,5709
Texas,Fannin,628,22,4.2,4.8,8,20,36,6.7,29,28,15,84,30,5675,7,9,36,6262,38,43,21052,4098,788,18,115224,1226,39,45,156,9.7,Yes,12,78,14251
Texas,Fayette,339,22,4.1,4.6,8,18,37,7.7,30,55,10,54,20,4008,8,14,7,3237,41,47,16458,2467,555,14,109719,740,50,66,97,9.6,Yes,11,85,10785
Texas,Fisher,,23,4.2,4.6,12,18,38,7.4,31,,3,7,47,555,1,1,,2963,30,10,2430,575,72,18,104111,188,8,12,17,7.5,No,9,81,1842
Texas,Floyd,103,28,4.5,4.4,9,17,39,7.9,36,75,1,12,33,1191,3,1,,4749,26,34,2843,707,155,30,93014,370,11,24,20,7,No,15,82,2417
Texas,Foard,,23,4.4,4.9,,20,37,3.9,31,0,0,,,191,0,0,,6028,24,33,719,83,24,30,90611,38,0,0,10,7.2,Yes,7,76,530
Texas,Fort Bend,6089,16,3.1,3.6,9,12,30,8.4,26,90,49,2119,10,107300,688,466,695,4339,38,50,461452,165976,30538,9,179564,36833,379,1738,1472,10.7,No,14,79,371892
Texas,Franklin,209,18,3.7,4.4,6,17,33,6,26,20,2,9,28,1434,3,4,4,2450,31,43,6719,1611,257,20,124489,244,13,27,37,9.4,No,14,78,4647
Texas,Freestone,369,25,4.6,4.9,8,21,38,6.6,33,29,10,37,28,2962,6,6,3,5635,37,37,11360,2815,528,17,113428,986,22,31,86,9.5,No,13,86,7040
Texas,Frio,283,34,4.9,4.4,10,19,42,6.7,40,86,3,107,52,3265,4,5,5,3275,26,34,8124,1959,541,29,97353,1661,11,45,51,9.2,No,16,82,6886
Texas,Gaines,220,29,4.7,4.8,6,20,38,8.2,36,45,4,49,45,6949,2,2,2,3747,17,27,7003,1491,543,20,123952,1253,28,15,58,7.8,Yes,14,69,8349
Texas,Galveston,4695,20,3.8,4.3,9,17,34,7.2,30,87,70,1438,22,49934,261,166,437,5867,39,47,203368,60393,14390,14,150999,20524,242,927,1215,7.1,Yes,15,82,156794
Texas,Garza,72,31,4.8,4.4,9,20,40,7.3,38,,2,13,54,872,1,2,,6150,29,35,2870,335,137,23,91313,62,7,8,14,7.2,No,8,85,1734
Texas,Gillespie,331,19,3.7,4.2,8,15,33,8,27,66,11,24,28,4544,33,20,26,2094,50,54,17564,2372,635,15,119352,1362,42,13,110,8.6,Yes,15,73,11992
Texas,Glasscock,,26,4.4,4.5,,18,37,5,33,,2,,,230,0,0,,,40,42,648,164,29,10,172500,77,0,0,,7.7,No,10,71,636
Texas,Goliad,102,23,4.1,4.5,8,17,37,7.2,31,47,4,10,23,982,,4,2,4833,36,42,4424,986,244,21,120172,191,7,16,32,9.3,No,8,81,3034
Texas,Gonzales,335,28,4.6,4.6,9,18,40,6.4,37,39,10,96,44,4266,8,8,8,4505,30,37,10250,1573,515,22,106401,1475,25,135,77,9.5,No,17,80,8973
Texas,Gray,391,26,4.7,4.8,7,20,38,6.9,34,88,3,79,46,3922,10,11,5,4728,31,45,11652,2706,633,18,104120,1005,33,116,91,6.7,No,14,82,8989
Texas,Grayson,2316,21,4.2,4.8,8,19,36,7.1,28,69,26,412,34,24027,62,82,196,6389,37,51,80794,18816,3761,21,107549,7634,146,336,459,9.9,Yes,14,79,61681
Texas,Gregg,2070,24,4.5,4.9,9,20,39,6.6,32,82,30,574,42,22634,107,122,227,4986,40,49,67844,18164,4682,26,103887,9310,176,564,456,9.9,Yes,16,85,54771
Texas,Grimes,491,26,4.6,4.8,9,21,38,6.7,34,39,16,89,31,4771,8,6,4,4872,39,49,15916,3166,891,21,112426,1860,20,108,114,9.9,Yes,13,80,10619
Texas,Guadalupe,1824,20,3.7,4.1,8,15,37,7.5,28,69,32,477,20,22560,50,64,63,3035,36,36,95736,25333,4933,11,133220,9064,84,295,441,9.9,Yes,12,83,76259
Texas,Hale,506,28,4.4,4.4,9,17,39,7.3,35,73,5,155,44,6257,11,6,43,4035,32,37,15423,3961,799,25,87703,2865,49,75,104,7.3,No,17,84,13768
Texas,Hall,,30,5.1,5,10,21,42,5.8,38,29,0,11,36,668,,0,,3243,26,27,1687,322,62,37,82615,214,3,9,14,6.7,Yes,12,77,1253
Texas,Hamilton,149,23,4.4,4.9,8,21,36,6.3,31,26,2,14,25,1550,8,5,7,5277,39,23,5193,830,170,21,96772,383,14,9,49,8.6,No,16,75,3167
Texas,Hansford,53,30,5,4.8,7,20,40,7.5,37,62,0,,28,1348,3,1,2,494,28,45,2393,676,87,15,99417,273,9,11,23,6.6,No,12,87,2222
Texas,Hardeman,84,25,4.6,4.9,4,20,38,6.8,33,5,3,12,45,801,5,4,4,5892,30,34,2345,485,75,24,97860,198,4,2,21,7.2,Yes,9,77,1925
Texas,Hardin,996,21,4.1,4.9,9,21,36,6.9,30,52,9,110,33,7772,12,18,26,4825,40,43,34481,8422,2251,13,120479,3405,70,88,232,10.4,No,12,87,23706
Texas,Harris,48256,23,4,4.2,9,15,35,7.6,28,90,708,23693,29,998337,2788,3392,6479,4411,35,47,2451797,886923,204310,23,130585,347248,2605,33021,14077,11,Yes,20,78,2209641
Texas,Harrison,1164,23,4.4,4.9,8,21,37,7.3,31,58,34,154,34,10752,20,17,29,5083,42,46,38258,9261,2290,22,100583,5614,70,233,275,8.4,Yes,14,85,28176
Texas,Hartley,,20,3.7,4.1,7,17,35,7.4,29,74,5,7,29,837,,,1,,41,40,3473,783,54,9,116910,187,7,23,19,5.7,No,9,90,1993
Texas,Haskell,94,31,5.2,5.2,9,23,40,6.1,38,54,5,7,33,1042,3,2,4,4400,32,38,2960,596,114,26,89417,317,9,7,28,7.5,Yes,10,76,2233
Texas,Hays,1821,20,3.7,4.1,7,13,33,8.3,26,79,50,1020,16,32880,98,93,262,3433,39,49,121470,42096,7665,10,135737,8654,137,469,553,10,Yes,19,78,112192
Texas,Hemphill,37,21,3.9,4.3,5,16,35,8.2,29,84,1,8,25,748,4,0,1,4201,35,31,1980,435,82,15,122786,141,7,14,17,6.7,No,12,68,1776
Texas,Henderson,1752,24,4.6,5.1,8,22,36,6.7,33,55,30,219,39,14596,25,27,50,4868,41,52,49227,8905,2377,23,99194,3771,89,269,407,9.7,Yes,13,81,31452
Texas,Hidalgo,8311,34,5.2,4.6,9,16,48,5.3,37,62,92,3140,44,248170,402,247,617,5268,33,45,325021,114075,41893,33,91249,87221,301,2622,1366,11.5,Yes,25,79,323105
Texas,Hill,685,23,4.3,4.7,8,19,37,7.7,31,46,9,66,30,6420,9,12,17,4731,38,38,20880,4196,1023,20,103217,1878,40,60,178,9.5,Yes,16,81,15354
Texas,Hockley,377,27,4.5,4.6,9,18,39,6.5,35,60,5,127,31,4151,14,10,17,3935,33,34,10866,2998,845,20,102362,1146,26,106,104,7.4,Yes,13,78,9868
Texas,Hood,990,19,3.8,4.5,7,17,35,7.7,26,73,10,149,24,8201,29,36,65,4231,50,51,39512,7159,1833,15,132948,1804,63,95,268,9.1,Yes,13,87,25007
Texas,Hopkins,604,22,4.3,4.8,7,20,37,6.9,32,40,8,138,35,7026,11,10,29,4195,36,48,20937,4883,895,19,106127,1890,31,53,163,9.6,Yes,15,83,16644
Texas,Houston,447,28,5,5.1,10,24,41,6,36,54,13,63,36,3283,4,5,5,4005,30,39,13669,2628,529,28,83154,1552,28,49,95,9.8,No,18,88,7942
Texas,Howard,620,27,4.5,4.5,10,19,39,6.6,35,79,9,179,58,5082,10,18,58,4128,27,37,19842,4707,1093,18,106546,2508,39,226,173,7.9,Yes,15,80,14070
Texas,Hudspeth,,39,5.6,4.9,11,21,44,1.7,44,0,10,4,54,1266,,,,8601,25,26,1761,449,149,33,61971,350,0,4,,5.7,Yes,20,78,1383
Texas,Hunt,1622,23,4.4,4.8,9,20,36,6.8,30,59,42,337,28,15798,30,33,83,5893,41,42,54379,12418,2847,18,110521,5407,109,315,377,9.7,Yes,17,82,42602
Texas,Hutchinson,412,23,4.3,4.8,9,19,37,6.8,31,59,4,72,41,3472,6,10,2,4389,32,40,12023,3146,613,15,108541,1216,30,96,93,6.7,No,10,80,9226
Texas,Irion,,21,3.9,4.4,12,17,36,5.5,29,54,0,6,,171,0,0,,1532,51,45,1005,243,45,7,106214,84,4,1,,7.6,No,21,83,678
Texas,Jack,143,25,4.6,4.9,7,22,38,6.2,33,52,2,17,27,1550,4,,2,7023,31,37,5003,1041,238,18,109026,530,9,20,50,8.3,Yes,12,83,3205
Texas,Jackson,246,23,4.1,4.5,7,18,38,7.4,31,51,10,45,42,2632,2,5,3,4058,33,39,8087,1791,422,18,112269,813,19,31,55,9.3,No,16,80,6110
Texas,Jasper,747,24,4.7,5.2,8,23,37,6.8,33,33,7,67,42,4859,12,11,17,4305,35,36,20693,3138,1443,25,95075,2724,38,121,169,10.4,Yes,9,81,12960
Texas,Jeff Davis,,23,4,4.2,9,16,36,8.1,30,43,2,0,,373,1,0,4,2806,23,22,1341,167,50,60,81219,0,7,5,,5.7,Yes,8,75,714
Texas,Jefferson,4073,24,4.3,4.6,10,19,41,6.8,34,61,32,1324,38,42811,134,158,286,4520,39,42,141274,36674,12570,26,105637,21066,281,1797,961,10.2,Yes,14,88,102253
Texas,Jim Hogg,87,35,5.1,4.5,8,18,44,5.4,42,,1,19,50,774,1,1,,6750,23,33,2108,359,180,31,84253,695,0,4,15,10.2,No,18,83,1940
Texas,Jim Wells,753,31,4.7,4.4,10,17,41,6.7,38,56,5,184,49,7341,9,14,36,4305,30,40,20199,4774,2094,33,102694,4444,25,241,132,10.3,Yes,17,83,15916
Texas,Johnson,2437,22,4.1,4.6,7,19,37,7.7,30,65,20,469,31,30040,77,71,142,5041,41,48,96083,23111,5390,12,116991,9551,132,297,536,9.8,Yes,13,88,79013
Texas,Jones,281,26,4.5,4.5,8,20,39,6.7,34,17,10,35,38,2407,6,2,1,7131,35,32,11718,2646,401,21,95216,765,21,54,80,7.8,Yes,11,80,5173
Texas,Karnes,231,28,4.4,4.3,8,18,40,7.7,35,53,3,47,36,2028,4,9,2,3737,33,44,7982,1938,440,23,122792,877,16,40,44,9.5,Yes,13,83,4940
Texas,Kaufman,1802,21,4,4.5,8,18,36,8,29,59,40,514,25,20317,35,56,140,4516,39,51,71212,20890,4377,13,132820,8412,97,266,441,9.8,No,14,83,61231
Texas,Kendall,437,16,3.3,3.9,8,14,31,8.5,24,79,7,78,11,6399,41,37,89,2104,49,49,29309,7419,1116,9,194585,1206,45,44,114,9,Yes,15,72,20616
Texas,Kenedy,,45,6.4,5.5,,25,44,4.4,50,0,0,,,88,0,0,0,,,38,59,1,10,14,60042,0,0,4,,10.3,No,10,99,150
Texas,Kent,,19,3.8,4.4,,17,35,4.1,28,,1,,,77,0,0,0,4591,35,23,447,116,18,12,107469,17,0,3,,7.1,Yes,8,80,230
Texas,Kerr,886,21,4,4.4,8,16,36,7.4,29,63,15,91,29,8656,47,37,168,2256,46,50,33868,5943,1271,17,108969,2314,77,121,233,8.6,Yes,12,75,22515
Texas,Kimble,83,25,4.6,4.8,8,19,38,6.3,33,63,1,7,52,718,4,3,1,2815,30,30,2773,462,92,33,112960,107,5,5,21,7.9,No,14,76,2021
Texas,King,,25,4.5,4.9,,20,37,5.3,32,,0,0,,48,0,0,0,,,,174,25,4,21,,15,0,0,,7,Yes,4,75,97
Texas,Kinney,48,32,5,4.5,7,19,42,4.8,39,39,1,6,39,446,,0,,2167,27,22,2335,381,79,23,71906,246,0,1,13,8.3,No,9,78,1321
Texas,Kleberg,444,29,4.5,4.3,8,16,41,5.7,36,67,3,266,32,4959,13,17,16,6169,36,34,13455,4939,1125,30,98062,2675,24,160,79,11.6,Yes,20,80,13256
Texas,Knox,70,27,4.6,4.8,7,19,39,7.3,35,39,2,,24,717,1,0,,8504,27,15,1986,482,82,25,94190,192,6,9,14,7.4,Yes,9,85,1583
Texas,Lamar,996,23,4.6,5.1,8,22,37,5.9,31,63,8,301,41,8631,22,28,54,5565,43,49,29420,6770,1518,27,92203,3794,73,191,204,9.6,No,15,80,21978
Texas,Lamb,237,31,4.9,4.7,9,19,41,6.8,38,75,8,53,45,2810,5,2,5,3205,30,33,6260,1485,274,25,85221,908,24,43,56,7.2,No,14,79,5349
Texas,Lampasas,337,20,4,4.6,6,18,35,7.3,29,69,3,45,28,3143,9,3,13,3848,38,25,13445,2863,485,18,115794,1085,28,26,73,9,Yes,13,80,8532
Texas,La Salle,95,32,4.6,4.2,11,17,41,7,39,,4,18,52,887,,,4,2717,23,27,3321,359,251,28,95364,442,4,7,21,9.3,No,20,86,2803
Texas,Lavaca,278,22,4.1,4.7,7,19,37,7.7,30,49,6,37,30,2881,14,5,3,5021,40,41,11963,2178,441,15,112515,749,24,31,70,9.4,Yes,15,80,8905
Texas,Lee,260,23,4.3,4.7,7,19,37,7.7,31,44,9,30,34,3018,4,5,8,3727,38,49,9984,1638,452,15,102234,1013,19,43,84,9.5,Yes,19,78,7911
Texas,Leon,310,25,4.7,5.1,7,22,38,6.6,33,19,10,39,34,3408,,3,3,3728,35,44,10149,1716,477,18,102674,1264,28,18,92,9.5,Yes,12,81,6613
Texas,Liberty,1531,27,4.7,5,9,22,37,7.4,37,49,26,330,42,16352,20,25,21,6111,26,37,43439,9653,3571,20,103059,4593,72,324,410,10.3,Yes,14,82,30851
Texas,Limestone,455,27,4.7,4.9,10,21,40,6.7,35,59,3,91,42,3920,9,8,10,4532,36,40,13491,2727,596,20,90995,1493,23,87,84,9.5,Yes,14,84,8570
Texas,Lipscomb,,23,4.1,4.4,5,17,36,5,31,,1,4,33,759,,0,,2740,38,32,1710,386,64,15,115071,232,10,5,11,6.8,No,10,85,1580
Texas,Live Oak,175,28,4.5,4.6,7,20,41,7.4,36,22,7,30,31,1932,1,2,1,2511,32,34,6705,1106,386,24,104434,555,13,39,43,9.7,No,9,78,4151
Texas,Llano,432,21,4.1,4.8,8,19,34,6.3,28,77,11,12,41,3176,15,11,12,3730,45,39,14828,1671,486,20,121715,673,24,26,124,9,Yes,16,75,7919
Texas,Loving,,20,3.9,4.7,,20,36,5.5,28,,6,0,,17,0,0,0,,,,85,21,5,11,59500,0,0,1,,7,No,11,85,71
Texas,Lubbock,4398,23,4.2,4.4,9,16,36,7,33,87,77,2237,30,45935,259,179,544,3248,38,45,159397,54962,8996,18,107886,21106,271,2563,1229,7.8,Yes,20,80,148347
Texas,Lynn,117,29,4.8,4.7,10,19,40,6,37,,5,23,41,1037,5,1,,3863,34,37,3055,939,149,20,107507,404,8,7,25,7.6,Yes,12,81,2593
Texas,McCulloch,167,26,4.5,4.7,8,19,38,5.4,33,55,2,31,37,1290,4,2,3,4194,30,27,4476,830,244,27,95731,540,11,4,33,8,Yes,11,85,3345
Texas,McLen,3393,24,4.4,4.7,9,19,39,6.1,33,64,32,1490,29,38118,196,144,457,4104,45,50,132209,38037,7410,21,107646,19341,296,1025,793,9.6,Yes,18,82,113921
Texas,McMullen,,20,3.5,3.9,,14,36,5.9,28,18,0,0,,76,0,0,0,5381,19,34,409,103,20,12,128417,85,0,1,,9.3,No,16,69,289
Texas,Madison,226,24,4.3,4.5,8,20,38,6.8,32,,3,49,44,2288,2,4,3,4949,26,43,7996,1911,321,22,109129,480,15,44,57,9.6,No,18,75,4877
Texas,Marion,254,24,4.7,5.2,9,23,39,7,33,46,4,25,36,1420,,1,1,6956,38,37,6392,895,351,31,77105,466,8,66,59,9.7,No,13,80,3489
Texas,Martin,96,24,4.1,4.4,8,17,37,8.1,33,3,4,11,41,1038,1,1,,4866,30,27,2543,589,155,17,128833,218,8,11,28,8,Yes,19,89,2508
Texas,Mason,,21,3.9,4.4,,16,36,7.8,29,66,3,4,15,883,,1,2,1565,46,36,2463,628,96,20,124975,109,8,3,12,8.1,Yes,16,74,1877
Texas,Matagorda,644,27,4.5,4.6,9,18,41,6.2,36,69,9,82,49,6192,14,13,15,4640,32,36,19778,4756,1737,24,97994,3049,49,128,159,9.6,Yes,19,85,15262
Texas,Maverick,734,37,5.3,4.6,8,18,42,5.5,42,67,7,249,56,14265,14,13,17,5869,22,24,20337,7663,3673,28,93863,5680,15,103,114,9,Yes,24,82,21530
Texas,Medina,718,24,4,4.1,8,16,38,8.1,32,53,17,109,29,7422,12,11,21,4291,36,37,28789,6829,1351,17,123912,2538,29,100,151,9.3,No,12,78,21589
Texas,Menard,,26,4.3,4.5,8,18,38,6.8,34,73,1,6,,407,1,1,,3430,32,31,1394,190,45,35,83986,24,3,6,11,7.7,No,11,70,960
Texas,Midland,1877,21,3.7,4,8,14,33,8.3,29,85,63,948,42,29022,64,102,165,3254,38,42,89953,31813,7924,13,161688,10767,168,506,514,8.3,Yes,16,83,84426
Texas,Milam,414,25,4.5,4.8,7,20,37,6.5,34,55,18,39,33,3704,2,5,8,4556,38,45,13963,2426,696,24,101353,2217,32,56,116,9.6,Yes,14,82,10032
Texas,Mills,98,23,4.3,4.8,8,19,36,6.7,31,3,2,11,25,908,1,2,6,2418,42,21,3000,314,78,23,93577,155,8,2,26,8.3,Yes,13,73,2059
Texas,Mitchell,128,26,4.4,4.4,10,19,38,7.7,35,4,2,22,47,1085,4,1,,7768,20,25,4433,759,189,22,98907,489,8,16,36,7.6,No,13,76,2900
Texas,Montague,429,22,4.5,5,8,21,37,6.9,31,21,9,26,30,3321,6,6,5,4355,29,31,12043,2390,602,18,110629,1217,29,31,109,8.9,Yes,12,81,8028
Texas,Montgomery,6292,19,3.6,4.2,7,15,36,7.6,28,83,84,1376,20,90482,367,308,586,4558,37,50,344494,105220,21493,11,163906,25216,356,934,1801,10.8,Yes,14,80,276437
Texas,Moore,265,28,4.4,4.4,7,17,38,7.7,35,65,5,85,69,4996,8,8,3,4227,30,42,8113,2396,398,15,97413,1439,28,45,81,6.5,No,15,81,9572
Texas,Morris,256,24,4.6,5.1,10,21,38,7.2,32,3,1,15,41,1786,2,6,4,4806,33,41,7777,1348,545,25,84745,794,21,41,47,9.5,No,13,83,4999
Texas,Motley,,21,4.1,4.6,,18,36,7.6,29,14,0,0,,189,0,0,,2662,42,30,890,192,20,28,95923,96,0,0,,6.7,Yes,11,71,601
Texas,Nacogdoches,936,25,4.6,5,8,20,41,6.2,33,59,24,359,20,10678,46,42,77,5498,34,48,31528,7985,1842,24,92358,4414,49,192,245,10,Yes,19,77,27553
Texas,Navarro,860,26,4.6,4.8,8,20,39,6.9,34,53,9,228,48,9643,20,19,33,4413,35,49,25724,6471,1442,22,102781,3495,44,166,199,9.5,Yes,16,84,21148
Texas,Newton,291,26,5,5.4,9,25,39,5.5,35,6,5,35,38,2176,,,2,3817,33,31,7993,1325,557,28,93263,798,11,9,72,10.4,No,9,90,5105
Texas,Nolan,301,26,4.5,4.7,8,19,38,7,34,41,12,62,57,2383,5,8,10,4898,31,33,7887,1765,377,24,91401,1088,19,54,58,7.6,No,15,77,6020
Texas,Nueces,5206,26,4.2,4.2,9,16,41,7,32,93,48,2883,33,60083,290,200,468,3926,42,42,198578,56788,14688,26,112341,29796,268,2467,1287,9.7,No,18,82,163287
Texas,Ochiltree,117,29,4.7,4.6,7,18,39,8.1,36,88,1,34,42,2360,4,4,3,4431,37,34,4291,1015,236,14,100773,633,15,30,36,6.7,No,17,74,4485
Texas,Oldham,,20,3.9,4.6,,18,35,5.2,29,0,1,,19,281,,0,3,2103,41,46,1142,353,35,29,144214,12,3,3,,5.7,No,10,74,904
Texas,Orange,1613,21,4.2,4.9,9,21,40,6.6,30,52,22,248,41,11627,15,26,23,4040,37,44,49572,11978,3786,21,121882,5328,78,272,390,10.4,Yes,12,86,37083
Texas,Palo Pinto,554,24,4.6,5,8,20,37,5.1,33,39,10,91,42,5323,11,9,6,6014,33,47,17297,3526,928,21,104207,1408,35,54,133,8.7,Yes,19,76,12202
Texas,Panola,462,23,4.5,5.1,9,21,38,6.8,31,35,10,47,36,3606,8,6,4,4820,34,38,13224,3249,792,20,102420,1143,24,68,109,9.9,Yes,12,89,9240
Texas,Parker,1851,18,3.8,4.5,7,18,33,7.8,26,56,17,242,20,20751,57,52,89,4046,43,48,83128,21440,4012,10,152789,4648,132,163,490,9.4,Yes,13,82,63992
Texas,Parmer,110,29,4.6,4.4,8,17,39,7.6,37,16,2,26,45,2297,1,1,,2659,33,31,4477,977,127,18,115571,283,12,8,37,6.7,No,17,83,4566
Texas,Pecos,210,29,4.4,4.3,9,17,40,6.6,36,53,7,58,55,2871,9,4,4,2596,19,15,7642,1706,530,20,102905,868,11,56,63,7.3,Yes,12,83,5944
Texas,Polk,1164,25,4.6,4.9,8,23,40,6.7,35,38,15,103,45,8609,28,22,23,3274,41,46,29698,4879,1602,23,98955,3597,41,134,291,10.1,Yes,14,82,18222
Texas,Potter,2158,29,4.8,4.8,10,20,39,6.5,38,74,36,1201,51,24112,102,67,263,4596,41,49,57976,14486,2961,29,87248,10380,129,781,602,6.8,No,20,82,49853
Texas,Presidio,65,42,6,5.1,8,21,45,4.3,47,78,4,26,75,1638,2,,3,2789,23,21,2147,714,476,32,62364,657,6,6,22,5.8,Yes,15,57,2794
Texas,Rains,255,21,4.3,5,7,21,35,,30,44,4,20,24,2071,1,2,5,4908,39,40,7447,1156,283,20,100814,468,11,13,56,9.3,Yes,14,73,4938
Texas,Randall,1643,18,3.6,4.2,8,15,36,8.3,26,86,11,317,22,15147,87,81,147,3568,41,50,83554,26700,3246,12,125260,7545,103,713,467,6.8,No,11,83,69463
Texas,Reagan,,26,4.1,4.1,9,15,39,8.8,35,93,4,22,56,676,2,0,,1778,35,30,1836,473,176,10,107423,100,5,2,15,7.6,No,9,73,1652
Texas,Real,,28,4.9,5,7,21,39,2,36,0,2,9,50,522,2,2,1,4427,36,34,2121,159,72,32,79025,342,6,3,17,8,Yes,13,72,1251
Texas,Red River,313,25,4.8,5.3,8,23,40,4.7,33,21,3,28,40,1886,2,3,4,5209,35,48,7987,1513,327,26,83286,649,16,37,69,9.6,No,11,79,4838
Texas,Reeves,185,29,4.4,4.1,8,17,40,8.1,37,64,13,74,73,2435,5,2,1,6699,24,27,7171,1802,631,21,101659,1143,8,59,60,7,Yes,13,79,6007
Texas,Refugio,114,26,4.4,4.4,8,17,38,6.9,35,10,2,23,31,986,1,2,1,4107,35,29,3999,691,252,24,87833,520,8,25,29,9.4,No,14,84,2788
Texas,Roberts,,19,3.9,4.6,,18,34,5.8,27,2,4,,,112,0,0,0,,38,43,523,90,19,9,104568,15,0,1,,6.5,No,6,79,370
Texas,Robertson,294,24,4.3,4.7,9,19,38,7.2,32,38,2,79,37,2693,1,1,3,4346,40,44,9872,1728,470,23,103093,1431,16,65,73,9.6,No,14,78,7087
Texas,Rockwall,876,15,3.2,4,8,14,31,8.7,23,91,14,228,10,13643,78,81,146,3476,44,53,61199,21331,3200,6,181874,3857,82,88,210,9.8,No,12,79,50417
Texas,Runnels,185,25,4.4,4.6,8,18,37,6.3,34,37,5,24,32,1617,5,2,4,5707,39,42,5697,1101,223,21,99964,601,18,18,46,7.8,Yes,11,83,4492
Texas,Rusk,909,23,4.4,4.7,8,20,38,7.1,31,41,12,130,34,8119,11,17,17,5203,37,45,30695,7589,1619,18,104552,2796,60,199,225,9.9,Yes,13,87,21613
Texas,Sabine,237,24,4.8,5.4,8,23,38,6.3,32,75,3,29,44,1450,2,3,1,3936,31,41,6811,921,423,25,85897,419,12,32,57,9.7,Yes,16,90,3101
Texas,San Augustine,191,26,4.9,5.3,9,23,41,5.5,35,41,9,11,43,1240,2,4,1,2866,35,49,5051,662,290,30,80694,377,5,31,41,9.8,Yes,15,78,2960
Texas,San Jacinto,570,25,4.7,5.1,9,22,40,7.1,33,68,13,51,36,5018,2,1,4,5915,30,43,17621,2532,940,26,102454,1168,9,57,128,10,Yes,15,79,10491
Texas,San Patricio,1081,28,4.4,4.4,9,17,41,6.8,37,62,11,334,38,10456,17,29,26,3362,40,41,35012,8739,2998,22,116068,6406,66,244,222,10.1,No,16,86,27945
Texas,San Saba,104,26,4.6,4.7,6,20,38,6.5,34,5,1,12,33,1210,2,1,2,2766,34,27,3392,638,114,26,83605,184,9,7,21,8.3,No,14,70,2445
Texas,Schleicher,,24,4,4.2,7,15,37,8.1,32,75,0,6,23,553,,0,1,3780,36,31,1523,314,84,19,96088,5,3,0,10,7.6,No,12,87,1078
Texas,Scurry,268,26,4.5,4.6,9,19,38,7.9,34,33,3,67,58,2820,11,9,4,3714,28,33,8994,2458,512,18,106057,674,19,53,72,7.6,No,11,82,6631
Texas,Shackelford,,20,4,4.7,6,18,34,7.4,27,79,1,9,24,578,1,0,2,3653,34,51,1989,519,94,16,89568,234,9,4,10,7.5,No,15,88,1460
Texas,Shelby,445,28,4.9,5.2,8,22,40,6.6,36,34,11,86,40,5297,5,8,15,4638,26,41,12826,2558,772,24,84528,1948,29,71,119,9.9,Yes,14,83,9701
Texas,Sherman,,24,4.2,4.4,5,17,37,7.1,32,,1,,21,720,,0,,6969,29,35,1518,361,40,17,115870,66,5,5,,6.2,No,9,77,1469
Texas,Smith,3163,22,4.2,4.6,8,17,38,7.1,28,69,47,895,29,39717,239,149,339,4194,44,52,131720,38557,7343,18,115459,12903,299,737,799,9.8,Yes,16,82,102609
