State,County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation__Black/white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
North Carolina,Stokes,76.5,848,13,,14,10,45,6500,2018,51,54,36,3942,68,83,10,3.2,3.1,0.04,10279,0.82,59068,49,42,24,15,4,43,37,,37,15270,1661,74,45743,51.1,35881
North Carolina,Surry,75.2,1339,28,30,15,11,77,11460,2197,64,98,37,8496,153,89,10,3.2,3.1,0.07,10295,0.81,47114,57,50,31,34,5,80,67,,48,21075,2865,69,71683,51.3,50691
North Carolina,Swain,70.6,377,10,,16,12,12,2410,211,19,18,39,2194,261,78,,3,2.9,0.05,11291,0.97,47559,59,,25,9,,17,16,,22,4295,586,67,14179,52.2,13981
North Carolina,Transylvania,81,465,14,,12,10,31,4850,977,14,31,35,3256,67,85,,3.3,3,0.05,11533,0.88,56880,50,54,26,11,4,40,25,,111,11071,1205,84,34498,51.6,19734
North Carolina,Tyrrell,78.6,67,,,16,14,,740,186,,,42,365,0,,,3,2.6,0.01,14998,0.77,42260,98,,29,3,,,,,59,1204,202,66,3774,45.5,4407
North Carolina,Union,80,2212,75,78,11,10,290,21790,15234,108,168,34,20107,62,93,2,3.4,3.4,0.15,9506,0.74,90920,28,34,25,77,3,114,96,,77,64363,6241,92,244562,50.7,54931
North Carolina,Vance,73.3,936,39,31,16,15,191,7390,1360,39,83,42,4639,139,88,11,2.9,3,0.17,10870,0.78,41935,99,30,38,30,22,19,65,,135,9807,2366,74,44718,53.4,24564
North Carolina,Wake,81.6,8315,446,492,9,9,3420,107570,48529,451,536,32,84687,138,89,5,3.4,3.3,0.14,9395,0.77,88763,32,46,29,340,3,507,379,,349,262278,42478,93,1132271,51.3,54973
North Carolina,Warren,75.5,397,,,16,15,68,2970,285,14,35,42,2076,26,82,,2.8,2.6,0.13,13336,0.74,42808,99,32,39,8,12,16,26,,11,5821,913,65,19522,50.6,20972
North Carolina,Washington,75,235,11,,15,14,40,2030,37,,20,41,1077,70,78,19,2.7,2.6,0.18,14127,0.73,38704,99,26,39,10,,,,,54,3327,891,66,11485,53.1,8963
North Carolina,Watauga,81.2,476,18,,13,10,33,8340,1303,23,38,33,4975,128,90,,3.5,3.3,0.04,10552,0.97,54004,31,65,31,26,,39,25,,273,13063,4188,84,56441,50.2,28316
North Carolina,Wayne,74.7,2196,88,81,14,13,320,19010,12737,98,158,39,13642,133,83,7,2.9,2.6,0.16,9626,0.82,52906,98,43,30,66,9,65,97,,94,30316,5965,84,123967,51.1,56902
North Carolina,Wilkes,76,1268,31,34,15,11,66,11190,2440,58,97,38,7765,98,88,11,3.1,3.1,0.08,9712,0.89,46830,81,52,36,27,6,67,52,,48,21931,2378,80,68043,50.9,50473
North Carolina,Wilson,75.2,1441,63,66,15,14,336,12980,2196,58,107,40,9501,93,78,9,3,3,0.1,9575,0.83,44089,63,42,36,25,8,44,51,,171,19322,4558,76,81979,52.7,31406
North Carolina,Yadkin,75.7,645,17,21,14,11,35,5460,2028,35,51,35,4002,64,88,15,3.1,3.1,0.04,9693,0.83,53154,56,36,19,24,,32,28,,28,11657,1286,76,37625,50.4,32521
North Carolina,Yancey,77.9,341,,,14,10,12,2910,101,14,23,35,1838,116,90,,3.2,3.1,0.03,11094,0.79,48662,49,,29,5,,21,12,,50,5444,658,76,18099,51,17818
North Dakota,,78.8,8506,394,450,9,8,493,51380,46121,266,737,33,34512,166,86,5,3.1,3.1,0.23,13535,0.78,64289,32,56,26,,3,711,475,,220,200671,30974,83,765309,48.8,269719
North Dakota,Adams,81.1,25,,,10,8,0,110,133,,,32,102,229,,,3.2,2.9,,15115,0.73,50673,15,,30,3,,,,,31,768,87,80,2188,50.5,2343
North Dakota,Barnes,77,178,,,10,9,,720,694,,,32,424,77,92,,3.3,3.3,0.05,11630,0.72,52327,36,60,27,1,,,,,101,3556,403,80,10402,49.6,4377
North Dakota,Benson,68.4,164,17,,17,14,,1050,1007,,23,41,468,89,,,2.5,2.6,0.66,18818,0.8,51189,84,,31,1,,12,,,7,1638,195,64,6762,49.3,6660
North Dakota,Billings,,,,,10,8,,50,142,,,32,45,0,,,,,,,0.86,76478,6,,20,3,,,,,4,281,23,77,890,47.4,783
North Dakota,Bottineau,77.3,91,,,10,8,,430,673,,,34,273,95,,,2.9,3,0.05,15809,0.62,61841,35,,25,3,,,,,20,2260,200,85,6287,48.5,6429
North Dakota,Bowman,78.8,36,,,10,8,0,130,92,,,32,154,134,,,3.3,3.4,0.08,15866,0.61,67067,16,,20,3,,,,,41,1071,74,86,2986,49.5,3151
North Dakota,Burke,83.3,22,,,10,8,,70,320,,,33,79,47,,,2.5,2.5,,21167,0.73,73567,21,,20,2,,,,,3,747,26,83,2118,47.6,1968
North Dakota,Burleigh,80.3,953,43,42,9,8,58,4580,3744,22,67,32,3426,241,91,7,3.1,3.3,0.05,12221,0.8,72170,25,47,24,21,2,76,55,,338,27802,3521,85,96212,50.1,15081
North Dakota,Cass,79.9,1619,82,104,9,8,186,10430,4885,60,79,31,7712,225,87,2,3.1,3.2,0.08,12945,0.86,61338,30,48,27,77,2,151,83,,382,40437,8003,87,183904,49.4,15629
North Dakota,Cavalier,81,41,,,10,8,0,200,329,,,29,119,27,,,3.1,3.2,,15956,0.7,54270,25,,32,1,,,,,20,1427,114,80,3713,48.1,3993
North Dakota,Dickey,77.9,63,,,10,8,,170,150,,,33,205,319,,,3.3,3.4,0.05,11471,0.6,60682,24,,22,1,,,,,11,1602,141,77,4705,50,5289
North Dakota,Divide,81.2,27,,,11,9,,120,164,,,33,112,88,,,3.1,3,,16634,0.64,64594,29,,30,1,,,,,3,789,100,68,2277,48,2071
North Dakota,Dunn,80.3,52,,,10,9,8,190,470,,,33,268,112,,,2.6,2.4,0.12,13230,0.52,73722,28,,20,2,,,,,3,1250,80,83,4465,46,3536
North Dakota,Eddy,73.4,44,,,11,9,0,200,195,,,32,102,0,,,3.5,3.4,,,0.71,54285,27,,29,,,,,,12,702,92,76,2179,49.8,2385
North Dakota,Emmons,78.3,53,,,11,9,0,210,476,,,32,195,188,,,3.6,3.7,,16640,0.71,49972,36,,28,3,,,,,19,1245,96,67,3187,48.5,3550
North Dakota,Foster,78.3,32,,,10,8,,170,197,,,32,112,190,,,3.1,3.4,,,0.74,63234,20,,22,3,,,,,48,1077,91,82,3165,50,3343
North Dakota,Golden Valley,91.4,20,,,10,8,0,110,559,,,31,86,173,,,3,2.9,,17965,0.67,57596,36,,26,2,,,,,1,618,47,79,1737,50.1,1680
North Dakota,Grand Forks,78.6,709,30,28,11,9,51,5330,6661,19,49,31,3003,204,88,,3.3,3.2,0.08,12721,0.8,55495,31,42,29,11,3,53,38,,291,14954,4343,82,69481,48.6,11212
North Dakota,Grant,75.8,39,,,12,9,0,160,377,,,32,141,316,,,2.4,3.1,,17463,0.89,48063,44,,32,,,,,,5,951,72,77,2215,49.3,2394
North Dakota,Griggs,79.4,42,,,11,8,0,140,144,,,31,87,272,,,3,2.7,,15360,0.67,53751,37,,30,1,,,,,7,824,67,83,2207,49.4,2420
North Dakota,Hettinger,77.9,36,,,11,9,,120,723,,,32,137,123,,,2.7,2.9,,14390,0.6,53222,42,,28,2,,,,,9,855,89,81,2438,51.1,2477
North Dakota,Kidder,84.4,32,,,12,9,,170,925,,,34,134,41,,,3.1,2.9,,,0.67,49386,33,,31,,,,,,10,846,54,72,2458,47.8,2435
North Dakota,LaMoure,80.8,41,,,11,9,,290,804,,,32,215,50,,,2.9,3.1,,16618,0.68,58302,33,,26,2,,,,,9,1499,88,80,4033,48.9,4139
North Dakota,Logan,80.7,,,,11,8,0,80,520,,,33,114,0,,,,3.2,,16443,0.67,47908,29,,30,1,,,,,14,684,44,79,1880,47.8,1990
North Dakota,McHenry,77.5,72,,,10,8,,320,917,,16,32,264,70,,,2.8,2.8,0.09,15644,0.75,59052,30,,24,3,,,,,17,2144,198,79,5695,47.9,5395
North Dakota,McIntosh,79.9,32,,,12,9,0,160,150,,,32,123,451,,,3.3,3.6,,15186,0.8,48839,42,,27,1,,,,,15,922,146,70,2440,50.8,2809
North Dakota,McKenzie,78,154,17,25,11,9,14,820,1000,13,36,33,783,52,86,,2.8,2.6,0.22,17001,0.74,84705,33,35,23,1,,17,13,,64,2576,340,87,15242,46.8,6360
North Dakota,McLean,78.2,146,,,10,8,,450,1183,,14,33,439,138,,,3.1,3,0.39,14816,0.64,70835,28,,22,3,,10,,,25,3496,305,78,9416,49.1,8962
North Dakota,Mercer,81.9,96,,,10,8,,390,355,,10,31,244,196,90,,2.9,3.1,0.04,11513,0.55,79608,20,,22,3,,12,10,,42,3056,223,84,8174,48.4,5475
North Dakota,Morton,78,388,15,,10,9,15,1420,1430,11,31,30,1282,25,85,,3.1,3.3,0.05,15950,0.69,71928,27,50,23,7,,29,20,,249,9579,1185,86,31503,49.7,8751
North Dakota,Mountrail,70.4,196,13,,12,10,,610,192,,35,35,951,171,86,,2.8,2.3,0.4,15224,0.73,68465,38,,22,6,,11,,,54,2286,132,77,10502,45.8,7673
North Dakota,Nelson,78.5,53,,,10,9,6,230,827,,,32,122,108,,,3.1,3.2,,16965,0.72,53008,31,,27,4,,,,,9,1072,66,71,2789,48.8,3126
North Dakota,Oliver,87.1,25,,,10,8,0,90,362,,,33,80,52,,,2.8,3.1,,15626,0.5,66708,29,,23,1,,,,,1,660,66,76,1926,47.3,1846
North Dakota,Pembina,79.5,87,,,10,8,6,350,614,,,34,319,105,,,3.1,3.6,0.09,13839,0.71,61595,34,,24,4,,,,,21,2299,179,74,6658,47.1,7413
North Dakota,Pierce,80.9,45,,,11,9,,320,289,,,32,138,178,,,3.3,3,0.02,12805,0.6,50827,29,,30,2,,,,,32,1411,320,83,3928,49.3,1533
North Dakota,Ramsey,76.8,175,,,11,9,,1030,600,,13,33,494,158,88,,3.4,3.7,0.05,13633,0.93,57984,43,,27,2,,10,,,104,2919,454,77,11388,49,4007
North Dakota,Ransom,76.6,79,,,10,9,0,280,97,,,32,189,213,,,3.2,3,,11575,0.65,65039,29,,24,2,,,,,0,1676,123,76,5173,47.8,5457
North Dakota,Renville,78.6,34,,,10,8,0,80,334,,,33,89,0,,,3,3,,14754,0.65,67054,29,,22,,,,,,11,785,47,89,2283,47.7,2470
North Dakota,Richland,80.2,192,11,,11,9,10,930,875,,14,33,675,93,90,,3,3,0.08,14477,0.79,65530,35,,22,7,,,,,75,4749,728,83,16156,48.5,8487
North Dakota,Rolette,71.4,288,15,,18,16,,2270,695,,34,38,1241,134,81,26,2.8,2.9,0.38,16644,0.93,45178,90,,31,2,10,20,19,,20,3149,404,70,14165,50.2,13937
North Dakota,Sargent,80.5,46,,,10,8,,150,60,,,32,154,51,,,2.7,2.7,,18456,0.82,68769,37,61,21,4,,,,,19,1377,77,87,3913,46.2,3829
North Dakota,Sheridan,,,,,12,9,0,110,382,,,34,81,157,,,,,,,0.7,46424,42,,33,1,,,,,8,555,61,63,1275,48.5,1321
North Dakota,Sioux,65.2,108,,,21,18,0,800,1011,,11,41,356,72,,31,,,,27540,0.87,36182,90,,42,,,11,,,0,539,89,67,4173,50.2,4153
North Dakota,Slope,,,,,10,8,0,40,149,,,32,44,0,,,,,,,0.43,53330,,,28,,,,,,2,279,10,79,747,47.4,727
North Dakota,Stark,79.8,270,18,20,10,8,14,1630,1555,17,38,33,1296,90,92,,3.2,3.4,0.04,13289,0.65,66105,23,54,27,8,,29,20,,174,8006,1478,84,32107,48.1,6613
North Dakota,Steele,86,,,,9,7,0,50,246,,,31,46,0,,,,,,,0.66,68163,29,,22,2,,,,,5,644,36,80,1890,47.5,1975
North Dakota,Stutsman,78.9,261,,,11,8,11,1540,1344,,19,31,808,176,86,,3.2,3.4,0.06,14500,0.71,59948,33,56,25,6,,17,14,,176,5607,1148,78,20498,48.9,5816
North Dakota,Towner,77.4,31,,,11,9,0,140,180,,,33,121,285,,,3.3,3.1,,,0.8,57509,25,,27,,,,,,10,803,57,68,2108,48.1,2246
North Dakota,Traill,79.3,99,,,10,8,,360,174,,,31,274,63,,,2.9,3.2,0.06,12963,0.75,70384,24,,23,6,,,,,23,2465,173,79,7959,49,8121
North Dakota,Walsh,78.4,151,,,12,9,5,640,594,,13,34,602,96,77,,2.8,2.8,0.11,11172,0.76,57557,41,,24,5,,14,10,,51,3697,346,75,10437,48.9,6900
North Dakota,Ward,78.7,664,28,48,10,9,39,3840,4566,42,51,34,3430,159,87,,3.1,3.1,0.05,12517,0.84,64346,28,48,26,19,4,66,48,,226,16826,3435,88,68466,47.7,13504
North Dakota,Wells,79.4,57,,,11,8,,250,420,,,32,140,108,,,3.3,3,,14395,0.68,56827,32,,25,3,,,,,8,1455,107,81,3709,49.7,4207
North Dakota,Williams,77.9,372,23,21,10,8,15,1600,1133,17,53,34,2014,80,79,,2.8,2.7,0.08,14268,0.6,79483,26,44,25,11,,40,21,,210,7756,991,80,38700,46.2,7271
Ohio,,76.5,177010,5889,6699,13,10,23179,1547110,792538,13435,8512,41,622220,120,83,6,3.1,3,0.3,12576,0.79,60360,36,69,27,,6,8724,8010,33,404,3128172,530028,85,11693217,51,2546810
Ohio,Adams,73.5,592,,,17,13,16,5280,3193,39,39,44,1771,73,75,,3,2.9,0.05,12516,0.78,42342,56,,39,8,,28,20,15,16,7310,1152,71,27531,50.4,25417
Ohio,Allen,76.3,1604,50,61,14,12,178,13720,4256,62,79,42,4968,208,83,7,3.2,3.1,0.18,10688,0.74,52558,43,53,24,50,7,80,70,31,212,27373,4312,83,101980,49.5,27530
Ohio,Ashland,77.3,753,30,31,14,10,13,7260,804,32,59,39,3304,77,88,,3.3,3.1,0.06,12061,0.78,55699,43,73,23,20,,34,22,30,126,15427,1741,83,53362,50.9,32913
Ohio,Ashtabula,75.2,1796,56,48,17,12,117,15940,10106,111,108,43,6064,55,84,12,3,2.9,0.11,11104,0.72,51252,54,63,32,45,10,101,69,45,89,27593,4724,80,96513,49.7,47063
Ohio,Athens,77.4,789,21,27,16,12,50,12460,7110,36,51,41,3755,99,89,2,3.1,2.8,0.09,13595,0.79,42215,49,49,39,26,,41,28,26,202,13268,3963,79,65481,50.3,27956
Ohio,Auglaize,77.9,596,22,22,13,9,20,4690,997,,34,38,1723,66,86,,3.4,3.3,0.05,11716,0.71,69468,39,84,24,19,,25,23,36,87,14413,1251,86,45680,50.2,17983
Ohio,Belmont,75.9,1198,24,30,14,10,87,9480,4864,67,41,40,3110,130,86,6,3.3,3.1,0.06,10991,0.64,50626,48,67,32,26,3,62,46,32,299,19612,1587,76,65932,49.1,38484
Ohio,Brown,74.2,833,23,28,15,11,29,6600,1239,60,58,40,2408,67,86,9,3,3.1,0.04,11481,0.77,58067,51,49,22,16,,43,34,23,53,13007,1777,77,43414,50.4,34334
Ohio,Butler,76.4,5419,182,222,13,11,445,45020,34714,564,244,37,20785,88,86,5,3.1,3,0.11,10776,0.75,69049,37,41,31,162,4,243,215,28,283,97280,15114,89,385648,51,34394
Ohio,Carroll,76.9,443,,,14,10,8,3640,549,20,36,42,1457,11,92,,3.3,3.2,0.06,13816,0.72,52065,48,62,32,9,,24,18,11,5,8873,781,75,26897,49.6,20460
Ohio,Champaign,76.8,597,21,20,14,10,30,4790,487,36,35,39,1688,44,82,9,3,2.9,0.05,11597,0.72,64142,46,67,20,19,,35,28,63,113,11268,915,85,38960,50.1,28398
Ohio,Clark,73.9,2676,73,78,15,12,153,19570,11110,192,149,43,7569,73,76,8,2.9,2.6,0.16,11487,0.76,54507,43,64,30,47,7,134,119,54,269,36833,5780,86,133593,51.4,32654
Ohio,Clermont,77.5,2967,92,102,13,10,156,23500,19067,241,132,37,10063,51,91,6,3.3,3.3,0.03,11193,0.79,72740,34,51,29,88,1,167,114,22,175,58573,8121,88,207449,50.7,44834
Ohio,Clinton,74.7,756,18,24,15,11,36,6450,5182,58,41,41,1957,86,92,6,3.1,3.1,0.07,10581,0.72,53891,42,60,30,16,,30,22,100,93,11212,1793,84,41921,50.6,22970
Ohio,Columbiana,75.8,1878,34,39,15,11,82,14930,6608,129,92,39,5336,65,85,7,3.1,3.1,0.1,12198,0.71,49342,48,64,33,43,2,89,59,15,110,30567,3488,81,101118,49.4,47304
Ohio,Coshocton,75.4,627,26,24,16,11,20,5430,1027,28,44,40,2477,49,93,9,3.2,3.2,0.04,11264,0.73,47794,57,63,34,15,,37,30,16,15,10849,1437,74,36449,50.4,22683
Ohio,Crawford,75.3,794,21,,15,11,24,6320,5966,40,44,42,2109,104,89,7,2.9,2.7,0.06,12840,0.82,45952,52,78,28,17,,36,25,46,86,12545,1438,83,41338,51,15440
Ohio,Cuyahoga,76.5,19472,707,875,13,11,4807,173920,42413,1472,638,45,62339,199,80,7,2.9,2.8,0.36,15972,0.82,55128,30,71,39,715,13,869,1214,30,717,317564,79255,82,1227883,52.3,7447
Ohio,Darke,76.3,785,25,29,14,11,32,6330,1850,47,58,40,2670,41,93,6,3.3,3.1,0.08,11318,0.76,57932,50,62,28,19,,38,27,39,68,14983,1617,80,51205,50.3,35113
Ohio,Defiance,77.4,528,15,21,13,11,29,4200,2238,26,48,40,1666,101,88,,3.3,3.3,0.08,12237,0.77,61816,51,49,21,21,,25,16,53,106,11926,1155,83,37778,50.2,17118
Ohio,Delaware,81.7,1535,55,51,10,8,136,15230,8217,91,85,36,6056,67,94,3,3.8,3.7,0.1,11416,0.74,114423,14,41,19,120,1,113,53,14,246,57685,5862,95,213554,50.3,33641
Ohio,Erie,76.2,1262,32,45,13,11,83,9700,5315,79,52,40,3613,107,66,9,3.3,3,0.19,12713,0.77,66252,34,64,19,31,2,59,44,93,268,21904,3441,82,73719,51.3,20409
Ohio,Fairfield,77.7,1985,72,76,13,10,204,17070,8755,116,128,40,7321,75,93,5,3.3,3.1,0.17,12227,0.77,74987,37,65,29,69,2,98,63,17,200,42915,5458,86,159709,50.4,50734
Ohio,Fayette,73.8,575,11,,16,11,22,4490,1124,31,35,42,1622,115,85,,3.2,3.4,0.02,10835,0.86,50125,47,37,25,9,,12,,79,114,7588,1324,81,28579,51,13862
Ohio,Franklin,76.6,16873,783,1012,13,11,5051,164950,76129,1898,852,41,86489,163,78,6,2.9,2.7,0.21,12878,0.85,62643,39,57,34,841,10,775,946,25,771,278490,67767,90,1324624,51.2,15753
Ohio,Fulton,77.6,589,19,20,13,10,19,4410,2529,28,64,39,2018,69,92,,3.4,3.3,0.05,12420,0.75,60550,39,,21,25,,35,15,31,52,13354,1175,85,41889,50.4,23979
Ohio,Gallia,72.8,669,17,,16,11,20,5300,2074,68,26,42,1817,232,80,,3,3.1,0.04,11691,0.75,50642,51,47,25,16,5,38,28,27,68,8517,1097,74,29802,50.5,25165
Ohio,Geauga,80.9,944,36,25,12,9,36,8180,3781,47,60,37,5400,46,94,5,3.7,3.6,0.03,14868,0.71,84510,17,59,25,36,,73,40,16,40,30615,3032,83,93271,50.3,59740
Ohio,Greene,78.5,2087,60,59,12,10,194,19960,10046,135,91,38,7769,91,86,2,3.3,3.2,0.06,11569,0.78,71673,22,42,30,61,2,107,81,31,312,43494,5913,89,170122,50.6,24090
Ohio,Guernsey,75,742,28,30,16,12,26,6660,5015,37,32,42,2278,88,80,7,3,2.8,0.04,13153,0.82,45808,52,62,28,19,4,31,24,48,129,11606,1877,77,38779,50.1,24621
Ohio,Hamilton,76.4,11698,518,664,13,11,3056,103930,63556,1129,425,37,43165,175,82,7,3.1,3,0.32,12959,0.82,63919,33,61,33,480,11,535,656,54,737,201607,46757,87,817985,51.7,17908
Ohio,Hancock,77.5,1016,28,33,13,10,59,8710,2863,65,68,39,3207,114,89,,3.2,3.2,0.06,12418,0.76,61473,39,40,27,35,3,56,36,21,266,21903,2658,87,75407,50.4,23265
Ohio,Hardin,75.7,495,16,,15,11,18,4400,1057,26,29,41,1532,67,86,,3.2,3.1,0.05,12901,0.69,45312,59,,36,13,,25,17,30,69,8643,848,80,31469,50.2,17753
Ohio,Harrison,75.6,278,,,15,11,9,2340,728,,24,42,806,27,93,,3.2,3,0.02,12612,0.64,49088,56,80,26,4,,13,,37,22,4879,694,76,15014,50.4,13343
Ohio,Henry,77.4,367,13,,13,10,8,3030,502,20,40,39,1198,30,93,,3.4,3.4,0.03,13343,0.74,64694,50,,25,19,,16,10,30,77,8540,711,87,26904,50.6,19491
Ohio,Highland,75.5,759,30,30,16,12,26,7360,1031,37,47,41,2768,69,92,18,3.3,3,0.04,11799,0.81,57155,62,59,29,16,9,38,27,23,50,11732,1559,76,43304,50.9,31821
Ohio,Hocking,75.3,519,,,15,11,29,4140,1679,23,31,42,1434,53,87,,3.4,3.4,0.03,12130,0.71,53838,49,,24,13,5,27,23,39,103,8950,771,79,28095,50.5,20813
Ohio,Holmes,79.3,427,27,30,17,11,,4550,932,11,27,41,5715,27,89,14,3.4,3.3,0.08,11549,0.62,67967,32,,24,10,,12,10,7,0,9612,854,59,44004,49.9,39398
Ohio,Huron,75.7,946,27,25,15,11,40,8150,2794,80,70,40,3444,105,93,10,3,2.9,0.12,12182,0.75,62143,57,48,26,23,,50,36,42,117,16529,2165,83,57979,50.4,29994
Ohio,Jackson,72.1,778,21,,17,12,28,5780,858,38,48,43,1837,111,92,,3.1,3.2,0.06,12053,0.79,49636,53,59,33,16,4,40,33,31,66,9437,1291,77,32493,50.8,21457
Ohio,Jefferson,74.5,1333,36,42,15,11,66,10910,7056,79,44,41,3272,151,85,8,3.3,3.1,0.17,10406,0.73,49642,58,58,43,24,5,64,61,17,291,19153,2753,80,64939,51.3,27174
Ohio,Knox,78.1,841,32,32,13,10,36,8100,3625,34,54,39,3243,85,89,,3.3,3.1,0.04,11219,0.74,68050,44,69,24,19,3,46,41,36,125,16627,1980,84,62423,51,33933
Ohio,Lake,78.2,3261,60,66,12,10,195,24810,18045,248,120,38,11605,75,90,4,3.2,3.1,0.16,12466,0.8,69853,31,59,31,92,2,182,107,29,316,71327,8707,88,229569,51.2,15020
Ohio,Lawrence,72.7,1354,19,25,16,12,56,10600,2785,92,54,44,3133,81,93,,3.2,3.2,0.11,12684,0.79,47299,48,57,35,20,5,40,40,26,211,16767,2762,78,59091,51.3,28675
Ohio,Licking,77.1,2483,72,84,13,11,185,21460,13652,149,158,40,8543,53,88,5,3.2,3.1,0.19,10924,0.84,68982,41,59,24,85,3,145,107,25,303,46764,6061,87,178100,50.8,59151
Ohio,Logan,76.3,743,25,,14,10,27,5510,1212,36,64,42,2156,73,88,,3.2,3.3,0.05,11706,0.79,61797,42,63,27,11,3,45,27,46,137,14135,1510,86,45326,50.4,26100
Ohio,Lorain,77.5,4506,145,131,13,11,433,38160,20340,363,185,39,15872,76,84,7,3.1,3,0.2,11892,0.76,59954,32,57,36,132,4,253,191,29,238,88160,14400,82,312172,50.7,35373
Ohio,Lucas,74.6,7567,285,329,15,12,991,65150,30248,680,350,42,24089,177,67,8,2.9,2.7,0.19,12944,0.8,51642,35,60,41,215,9,339,346,47,617,108632,24207,85,428294,51.7,20589
Ohio,Madison,77.5,603,14,22,14,11,90,5120,3577,38,37,41,2114,74,83,,3.2,3.2,0.07,11577,0.77,72834,37,65,23,14,,36,24,22,73,11051,936,86,44559,46,21060
Ohio,Mahoning,75.2,4117,107,132,15,12,533,34360,36726,344,147,44,11707,119,88,7,3,3,0.29,12675,0.76,48937,41,66,44,115,11,185,215,19,252,68815,11006,83,226075,50.9,36202
Ohio,Marion,75,1205,30,33,15,12,116,9830,8987,99,79,42,3047,122,55,,2.9,2.6,0.06,11498,0.83,52226,42,66,41,22,3,63,45,79,208,16598,2554,83,64820,47.3,20117
Ohio,Medina,79.9,1974,40,37,11,9,103,16580,6670,99,94,37,6847,69,95,5,3.5,3.4,0.03,11052,0.75,79504,20,55,27,67,2,141,90,21,136,55479,5744,89,180912,50.6,51345
Ohio,Meigs,73.3,482,,,17,12,11,4270,3544,43,34,41,1339,53,88,,2.9,2.6,0.03,12014,0.79,44622,50,,37,9,,28,21,38,18,7008,1009,70,22678,50.5,19324
Ohio,Mercer,78.5,535,20,25,13,10,14,3810,1064,10,34,39,1882,78,92,,3.5,3.6,0.08,11165,0.75,69588,32,,18,18,,20,,55,75,12747,1064,86,41274,49.6,25043
Ohio,Miami,77.4,1557,40,43,13,10,77,12340,4041,90,83,40,5344,88,92,5,3.3,3.3,0.08,11122,0.75,63699,38,51,26,42,,73,43,41,274,29748,3711,87,107516,50.7,31570
Ohio,Monroe,76.9,226,,,16,11,9,2530,375,,18,41,748,52,78,,3,3,,17843,0.6,48944,61,,44,7,,14,,69,17,4569,473,70,13586,49.6,14298
Ohio,Montgomery,74.6,9690,323,345,14,12,1499,75930,54238,880,415,42,30889,164,79,5,2.9,2.7,0.25,13186,0.79,54692,39,65,39,267,11,426,515,35,551,139416,28617,86,531610,51.9,23179
Ohio,Morgan,76.1,277,,,17,12,13,2580,1184,12,20,43,858,14,78,,3.3,3.3,0.03,13810,0.84,45698,,35,47,6,,11,,43,0,4640,473,74,14305,50.3,12267
Ohio,Morrow,78.1,510,15,,14,10,17,4070,131,39,52,39,2025,28,90,,3.1,3,0.03,10780,0.8,68159,41,,24,11,,21,14,28,26,10773,848,84,35411,49.8,30940
Ohio,Muskingum,75.1,1490,59,51,15,11,72,12940,9172,112,75,41,4483,166,84,6,3.2,3.1,0.12,11019,0.72,52457,41,52,24,43,3,85,46,42,259,23575,3932,81,86020,51.4,40483
Ohio,Noble,81.2,193,,,15,11,38,2280,2095,,12,42,549,49,86,,3,3,,13828,0.63,52583,45,,41,4,,,,14,47,4052,245,69,14364,41.4,9157
Ohio,Ottawa,77.8,659,13,,13,10,11,5140,3711,34,33,39,1730,22,94,,3.4,3.5,0.05,13079,0.72,65582,41,69,25,21,,38,20,84,57,14406,1406,80,40253,50.3,20485
Ohio,Paulding,77.4,292,,,14,11,7,2300,1221,,28,40,950,32,93,,3.4,3.3,0.04,12601,0.7,62062,50,43,20,9,,23,13,49,5,6179,512,76,18648,50.3,16064
Ohio,Perry,75.7,628,17,,16,11,40,6000,642,42,42,43,1913,58,88,,3.2,3,0.04,13329,0.75,56048,38,82,29,19,,28,21,37,1,10013,1493,78,36215,50,27131
Ohio,Pickaway,75.2,991,36,34,14,10,143,7430,1689,74,64,41,2612,70,88,11,3.3,3.1,0.08,11607,0.84,64412,32,60,26,21,3,48,30,22,114,14585,1994,85,58658,47.7,27774
Ohio,Pike,72,658,13,,17,13,24,5350,401,51,46,42,1596,65,84,,3,2.7,0.05,13711,0.83,46413,,62,35,13,10,32,30,10,87,7378,1092,74,27695,50.5,21313
Ohio,Portage,77.8,2160,67,62,13,10,110,20690,15554,103,94,40,8401,41,86,2,3.2,3.1,0.1,12518,0.8,64250,30,45,26,58,2,126,77,25,196,44309,7850,84,162583,51.1,52967
